conversation_id	turn_id	id	query	original	sparse
118	6	118_6	How about my options for my other interest besides fashion and animals?	I’ll consider those. How about my options for my other interest?	"{""How about my options for my other interest besides fashion and animals?"": 0.10539298951337776, ""What are my options for my other interest besides fashion and animals?"": 0.10474443318094764, ""How about my options for my other interest, besides fashion and animals?"": 0.10473073161368497, ""What are my options for my other interest, besides fashion and animals?"": 0.10177208329976965, ""How about my options for my other interest?"": 0.100392823159321, ""What are my options for my other interest besides fashion?"": 0.09956894095291784, ""How about my options for my other interest besides fashion?"": 0.09789008094932385, ""What are my options for my other interest, besides fashion?"": 0.09611857667623852, ""How about my options for my other interest, besides fashion?"": 0.09603171493259192, ""What are my options for other interests besides fashion and animals?"": 0.09335762572182682}"
118	7	118_7	I want to know about career opportunities related to animals.	Not quite. I want to know about career opportunities related to animals.	"{""I want to know about career opportunities related to animals."": 0.12743854549216202, ""Not quite. I want to know about career opportunities related to animals."": 0.10932479168384995, ""I want to know about career opportunities related to animals. How can I get a degree in Fashion Journalism?"": 0.09798169535065704, ""What career opportunities do I have related to animals?"": 0.09694743005364367, ""What are career opportunities related to animals?"": 0.09558655073902665, ""I want to know about career opportunities related to animals. How can I get a degree in fashion journalism?"": 0.09544056059354371, ""I want to know about career opportunities related to animals. Is there a link between fashion and animals?"": 0.09478570897296902, ""I want to know about career opportunities related to animals?"": 0.09449303285970283, ""I want to know about career opportunities related to animals. Is there anything else I should know about?"": 0.09429716716576592, ""What are my career opportunities related to animals?"": 0.09370451708867916}"
118	8	118_8	How do I become a vet?	How do I become a vet?	"{""How do I become a vet?"": 0.13744506863292702, ""How do I become a Veterinarian?"": 0.11864539830077751, ""How do I become a veterinarian?"": 0.11692436994132835, ""How do I become a vet technician?"": 0.10379578821234796, ""How do I become a vet assistant?"": 0.09171003917208118, ""How do I become a veterinary technician?"": 0.09023389513865458, ""How do I become a Veterinarian or Zoologist?"": 0.08826537500451878, ""How do I become a vet tech?"": 0.0871598254048921, ""How do I become a vet Technician?"": 0.08333836763750067, ""How do I become a Vet Tech?"": 0.08248187255497186}"
118	9	118_9	What are the other steps to becoming a veterinarian besides completing a bachelor's degree and participating in volunteer programs or internships?	What are the other steps?	"{""What are the other steps to becoming a veterinarian besides completing a bachelor's degree and participating in volunteer programs or internships?"": 0.10605642697408199, ""What are the other steps to becoming a veterinarian besides completing a bachelor's degree?"": 0.10397355445325326, ""What are the other steps to become a veterinarian besides completing a bachelor's degree and participating in volunteer programs or internships?"": 0.1009371465099558, ""What are the other steps to becoming a veterinarian besides completing a bachelor's degree program and participating in volunteer programs or internships?"": 0.10076011695812707, ""What are the other steps to becoming a veterinarian besides completing a bachelor's degree and participating in volunteer programs?"": 0.09934011074895234, ""What are the other steps to becoming a veterinarian besides completing a bachelor's degree, taking science courses, and participating in volunteer programs or internships?"": 0.09918543428363463, ""What are the other steps to becoming a veterinarian besides completing a bachelor's degree and participating in volunteer programs or internships in the veterinary field?"": 0.0978136311807074, ""What are the other steps to becoming a Veterinarian besides completing a bachelor's degree and participating in volunteer programs or internships?"": 0.09745605360214137, ""What are the other steps to becoming a veterinarian besides completing a Bachelor's Degree Program?"": 0.09736512615771827, ""What are the other steps to become a veterinarian besides completing a bachelor's degree?"": 0.09711239913142784}"
118	10	118_10	I understand that licenses are required. Tell me more about that.	I understand that licenses are required. Tell me more about that.	"{""I understand that licenses are required. Tell me more about that."": 0.11251562354157137, ""Tell me more about obtaining a license to practice veterinary medicine."": 0.10749154706333287, ""I understand that licenses are required for veterinary medicine. Tell me more about that."": 0.10415517434116853, ""I understand that licenses are required to practice veterinary medicine. Tell me more about that."": 0.10349118150436787, ""I understand that licenses are required to practice in the field. Tell me more about that."": 0.10174196416214702, ""I understand that licenses are required for veterinary practice. Tell me more about that."": 0.09751545077268978, ""Tell me more about obtaining a license to practice veterinary medicine?"": 0.09405999122114536, ""I understand that licenses are required. Tell me more about it."": 0.09322739102916137, ""Tell me more about obtaining a veterinary license."": 0.09293744404979302, ""Tell me more about licensing requirements for veterinary medicine."": 0.0928642323146228}"
118	11	118_11	What about a way to combine both of my interests?	What about a way to combine both of my interests?	"{""What about a way to combine both of my interests?"": 0.12076151116111528, ""What is a way to combine both of my interests?"": 0.10872478158364134, ""What is the best way to combine both of my interests?"": 0.10137039915219448, ""What about a way to combine both of my interests into one career?"": 0.09912974507618431, ""What about a way to combine both of my interests besides fashion and animals?"": 0.09750589531155954, ""What about a way to combine both of my interests in one career?"": 0.09503740537081747, ""What is a way for me to combine both of my interests?"": 0.09465157571846221, ""What is the best way for me to combine both of my interests?"": 0.09441924247682539, ""What about a way to combine both of my interests into one?"": 0.09436604694062188, ""What is a way to combine both of my interests into one career?"": 0.09403339720857809}"
119	1	119_1	My dog has been shaking and tilting its head a lot recently. What could be wrong?	My dog has been shaking and tilting its head a lot recently. What could be wrong?	
119	2	119_2	What could it be?	I just checked and there’s swelling in the outer portion. What could it be?	"{""What could it be?"": 0.10741797501703136, ""What could the swelling in the outer portion of Jasmine's ear be?"": 0.10683548168189734, ""What could the swelling in the outer portion of the dog's ear be?"": 0.10367791248783079, ""I just checked and there\u2019s swelling in the outer portion of the dog's ear. What could it be?"": 0.09939380698828403, ""What could the swelling in the outer portion of Jasmine\u2019s ear be?"": 0.09847576370329804, ""What could be causing Jasmine's swelling in the outer portion of her ear?"": 0.09845411867169163, ""What could be causing the swelling in the outer portion of Jasmine's ear?"": 0.09795456826631417, ""I just checked and there\u2019s swelling in the outer portion. What could it be?"": 0.09792967944910692, ""What could the swelling in the outer portion of the dog\u2019s ear be?"": 0.09499001544977226, ""What could be causing Jasmine's swelling in the outer portion of her head?"": 0.09487067828477347}"
119	3	119_3	How dangerous could dog ear hematomas be?	How dangerous could these be?	"{""How dangerous could dog ear hematomas be?"": 0.11500325044731663, ""How dangerous could hematomas be?"": 0.09966013898696595, ""How dangerous could hematomas be for dogs?"": 0.09562873451416544, ""How dangerous could a hematoma be?"": 0.1015827505229128, ""How dangerous could hematomas be for dog ears?"": 0.0948712619079304, ""How dangerous could hematomas be in dogs?"": 0.09439036551170975, ""How dangerous could ear hematomas be?"": 0.09344251619143522, ""How dangerous could swollen dog ears be?"": 0.09338283843734847}"
119	4	119_4	I live in a remote area. How can I treat dog ear hematomas at home?	I live in a remote area. How can I treat it at home?	"{""I live in a remote area. How can I treat dog ear hematomas at home?"": 0.10867431720363466, ""I live in a remote area. How can I treat dog ear hematoma at home?"": 0.10794890219025868, ""I live in a remote area. How can I treat the dog ear hematoma at home?"": 0.10247602981188765, ""I live in a remote area. How can I treat my dog's ear hematoma at home?"": 0.10103425371303407, ""I live in a remote area. How can I treat it at home?"": 0.09956841177847496, ""How can I treat dog ear hematoma at home?"": 0.09697098021407848, ""How can I treat dog ear hematomas at home?"": 0.09672186647906965, ""I live in a remote area. How can I treat a dog ear hematoma at home?"": 0.09658456462567488, ""I live in a remote area. How can I treat the ear hematoma at home?"": 0.09520675769217002, ""I live in a remote area. How can I treat ear hematoma at home?"": 0.09481391629171698}"
119	5	119_5	Would oil from a garlic gel capsule work for my cat as well?	My cat is also having similar symptoms. Would that work for her as well?	"{""Would oil from a garlic gel capsule work for my cat as well?"": 0.11071347412013546, ""Would using oil from a garlic gel capsule work for my cat as well?"": 0.10783260919272888, ""How can I treat cat ear hematomas at home?"": 0.10270273267887058, ""Would garlic oil work for my cat as well?"": 0.10161418312190433, ""What is the best home remedy for cat ear hematomas?"": 0.10016100890503968, ""Would using oil from a garlic gel capsule work for her as well?"": 0.09949111461154134, ""Would oil from a garlic gel capsule work for her as well?"": 0.09586146382863249, ""Is there anything else I can do to help my cat with her ear hematomas?"": 0.09557070119911407, ""Is there anything else I can do to help my cat get rid of her ear infections?"": 0.09411139980040131, ""How can I treat cat ear hematomas at home besides apple cider vinegar and garlic?"": 0.09194131254163186}"
119	6	119_6	I am also worried that kitty’s ears are susceptible to the coronavirus.	Thanks. I am also worried that they are susceptible to the coronavirus.	"{""I am also worried that kitty\u2019s ears are susceptible to the coronavirus."": 0.10650076331915302, ""I am also worried that my kitty is susceptible to the coronavirus."": 0.10211137461380915, ""I am also worried that cats are susceptible to the coronavirus."": 0.10192087819986632, ""I am also worried that my cats are susceptible to the coronavirus."": 0.10065213379152199, ""I am also worried that my kitty\u2019s ears are susceptible to the coronavirus."": 0.10058691907142284, ""I am also worried that the kitty\u2019s ears are susceptible to the coronavirus."": 0.10021216909656933, ""I am also worried that dogs are susceptible to the coronavirus."": 0.09941256987879434, ""I am also worried that my cat is susceptible to the coronavirus."": 0.09873047486254138, ""I am also worried that my dogs are susceptible to the coronavirus."": 0.09564852433481247, ""I am also worried that kitty\u2019s ears are susceptible to coronavirus."": 0.09422419283150917}"
119	7	119_7	I also heard that a few dogs have been reported to be infected with the coronavirus?	Okay, but I also heard that a few have been reported to be infected.	"{""I also heard that a few dogs have been reported to be infected with the coronavirus?"": 0.10620834063219708, ""I also heard that a few dogs have been reported to be infected with coronavirus?"": 0.10180812344217817, ""I also heard that a few dogs have been reported to be infected with coronavirus."": 0.1012800693975276, ""I also heard that a few dogs have been reported to be infected with the coronavirus."": 0.10111148671089558, ""I also heard that a few dogs have been reported to be infected."": 0.10065305341267416, ""I also heard that a few people have been reported to be infected with the coronavirus?"": 0.09993260031277983, ""I also heard that a few dogs have been reported to be infected by the coronavirus?"": 0.09781774493712177, ""I also heard that a few people have been reported to be infected with the coronavirus."": 0.09730661514106079, ""I also heard that a few people have been reported to be infected with coronavirus."": 0.09698886217505641, ""I also heard that a few have been reported to be infected with the coronavirus?"": 0.09689310383850862}"
119	8	119_8	How can I protect my dog from the coronavirus?	How can I protect them?	"{""How can I protect my dog from the coronavirus?"": 0.11161208608025763, ""How can I protect my dog from covid-19?"": 0.11044868240246362, ""How can I protect my pet from the coronavirus?"": 0.10284033950979225, ""How can I protect my dogs from the coronavirus?"": 0.10006607679240094, ""How can I protect my pets from the coronavirus?"": 0.09902745716790028, ""How can I protect my dog and cat from the coronavirus?"": 0.09854673719230383, ""How can I protect my dog from the covid-19 virus?"": 0.09582552174127182, ""How can I protect my dogs from covid-19?"": 0.09553228908458515, ""How can I protect my pet from covid-19?"": 0.09550849069018957, ""How can I protect my pets from covid-19?"": 0.09059231933883491}"
119	9	119_9	How can I protect my dog from the coronavirus?	Ok. But what about my dog?	"{""How can I protect my dog from the coronavirus?"": 0.11757189029821759, ""What can I do to protect my dog from the coronavirus?"": 0.11012658709445562, ""How can I protect my dog from coronavirus?"": 0.10940221575719822, ""What can I do to protect my dog from coronavirus?"": 0.10214678195419713, ""Is there anything else I can do to protect my dog from the coronavirus?"": 0.09968603395868551, ""What can I do to prevent dog ear hematomas?"": 0.09319174424514681, ""Is there anything else I can do to prevent the coronavirus in my dog?"": 0.09272455421055951, ""How can I protect my dog from ear hematomas?"": 0.09260323871573702, ""Is there anything else I can do to protect my dog from coronavirus?"": 0.09133718068449798, ""Is there anything else I can do to help prevent the coronavirus in my dog?"": 0.09120977308130462}"
120	1	120_1	Why did Michael Jackson go so far to alter his appearance?	Why did Michael Jackson go so far to alter his appearance?	
120	2	120_2	What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about?	What else was it about?	"{""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about?"": 0.10404558410132739, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over this project has proceeded has locked Jackson and his relationship to his own skin into a narrow black-white binary"": 0.100611480151763, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead has proceeded to lock Jackson and his relationship to his own skin into a narrow black-white binary?"": 0.10012976741337289, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead having proceeded has locked Jackson and his relationship to his own skin into a narrow black-white binary?"": 0.09999003186693001, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over this project has proceeded has locked Jackson and his relationship to his own skin into a narrow black-white binary?"": 0.09977356999654137, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over this project has proceeded has locked Jackson and his relationship to his own skin into a narrow black-white binary?"": 0.09944273838626023, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead has proceeded has locked Jackson and his relationship to his own skin into a narrow black-white binary?"": 0.09917366517771245, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over this project has proceeded, locking Jackson and his relationship to his own skin into a narrow black-white binary"": 0.09911227014290487, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over this project has proceeded has locked Jackson and his relationship to his skin into a narrow black-white binary"": 0.09891338265363861, ""What else was the debate over casting practices and the extent to which artists have license in how they depict the living and the dead about besides casting practices and the extent to which artists have license in how they depict the living and the dead, the way the debate over casting practices and the extent to which artists have license in how they depict the living and the dead has proceeded to lock Jackson and his relationship to his own skin into a narrow black-white binary"": 0.09880751010954919}"
120	3	120_3	Did the diet help Michael Jackson?	Okay. Did the diet help?	"{""Did the diet help Michael Jackson?"": 0.13063558862227193, ""Did the diet help Michael Jackson with his vitiligo and lupus erythematosus?"": 0.10271516108813382, ""Did the diet help Michael Jackson with his vitiligo, lupus erythematosus, acne scars, and pepsi commercial burn?"": 0.09713604297472908, ""Did Michael Jackson\u2019s diet help?"": 0.09666135437490192, ""Did the diet help Michael Jackson from being badly burned during the sixth take of the ad?"": 0.0964349777433407, ""Did the diet help Michael Jackson with his vitiligo, lupus erythematosus, and burns?"": 0.09601222173323155, ""Did the diet help Michael Jackson with his vitiligo, lupus erythematosus, acne scars, and pepsi commercial burns?"": 0.09584527082219049, ""Did the diet help Michael Jackson with his vitiligo, lupus erythematosus, and pepsi commercial?"": 0.09560766685932832, ""Did the diet help Michael Jackson from being badly burned during the sixth take of the Pepsi commercial?"": 0.09456765492571381, ""Did the diet help Michael Jackson with his vitiligo, lupus erythematosus, acne scars, and pepsi commercial?"": 0.09438406085615837}"
120	4	120_4	Never mind. Tell me more about the Pepsi commercial featuring Michael Jackson?	Never mind. Tell me more about the Pepsi commercial.	"{""Never mind. Tell me more about the Pepsi commercial featuring Michael Jackson?"": 0.1019587317740549, ""Tell me more about the Pepsi commercial with Michael Jackson?"": 0.1017341562862165, ""Tell me more about the Pepsi commercial."": 0.10118316806066005, ""Tell me more about the Pepsi commercial featuring Michael Jackson?"": 0.10086647159023406, ""Tell me more about the Pepsi commercial with Michael Jackson."": 0.10057838548873603, ""Never mind. Tell me more about the Pepsi commercial with Michael Jackson?"": 0.09986056462999536, ""Never mind. Tell me more about the Pepsi commercial."": 0.09983727332594935, ""Never mind. Tell me more about the Pepsi commercial with Michael Jackson."": 0.09855644739721799, ""Never mind. Tell me more about the Pepsi commercial featuring Michael Jackson."": 0.09816636088434087, ""Tell me more about Michael Jackson's Pepsi commercial."": 0.09725844056259489}"
120	5	120_5	How so Michael Jackson became addicted to medication to ease the pain on his scalp, and to help him sleep?	How so?	"{""How so Michael Jackson became addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.10677856286105915, ""How so that Jackson had suffered so much from the burns that he became addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.10452600164649507, ""How so Michael Jackson became addicted to medication to ease the pain on his scalp?"": 0.10395460286158185, ""How so that Michael Jackson became addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.10250123911248826, ""How so Michael Jackson became addicted to medication to ease the pain on his scalp and to help him sleep?"": 0.09884471100710157, ""How so that Michael Jackson became addicted to medication to ease the pain on his scalp?"": 0.09724087848146477, ""How so that Jackson became addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.0968803924605106, ""How did Michael Jackson become addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.09661420823004531, ""How so Jackson became addicted to medication to ease the pain on his scalp, and to help him sleep?"": 0.09641977302577055, ""How so Michael Jackson became addicted to medication?"": 0.09623963031348286}"
120	6	120_6	How did the diet affect Michael Jackson's art and legacy?	Okay. How did it affect his art and legacy?	"{""How did the diet affect Michael Jackson's art and legacy?"": 0.12105703863884608, ""How did it affect Michael Jackson's art and legacy?"": 0.10872726303665965, ""How did the diet affect Michael Jackson\u2019s art and legacy?"": 0.10236250245159287, ""How did narcotics affect Michael Jackson's art and legacy?"": 0.0991989422715626, ""How did the narcotics dependence affect Michael Jackson's art and legacy?"": 0.09718572306187728, ""How did that affect Michael Jackson's art and legacy?"": 0.09646341033319775, ""How did the addiction affect Michael Jackson's art and legacy?"": 0.09571331275563986, ""How did this affect Michael Jackson's art and legacy?"": 0.0953505306820572, ""How did it affect Michael Jackson\u2019s art and legacy?"": 0.09362771448133722, ""How did the diet affect Jackson's art and legacy?"": 0.09031356228722946}"
121	1	121_1	I remember there was a global coffee shortage some time ago. Can you tell me more about that?	I remember there was a global coffee shortage some time ago. Can you tell me more about that?	
121	2	121_2	What caused the drought in Brazil?	What caused the drought?	"{""What caused the drought in Brazil?"": 0.1311366201102993, ""What caused the drought that hit Brazil's coffee belt last month?"": 0.1003564417113408, ""What caused the drought in Brazil last month?"": 0.09927276964286519, ""What caused the drought that hit Brazil's coffee belt?"": 0.09922413683962741, ""What caused the worst drought in decades in Brazil's coffee belt region?"": 0.09728610332239038, ""What caused the worst drought in decades in Brazil's coffee belt?"": 0.09666783327600424, ""What caused the drought that hit Brazil last month?"": 0.09535781181568545, ""What caused the drought that hit Brazil's coffee belt region last month?"": 0.09439751565856527, ""What caused the drought that hit Brazil's coffee belt region?"": 0.09419263302296947, ""What caused the drought that hit Brazil earlier this year?"": 0.09210813460025248}"
121	3	121_3	I also heard that other Latin American countries had coffee production problems. Was the disruption widespread?	I also heard that other Latin American countries had coffee production issues. Was the disruption widespread?	"{""I also heard that other Latin American countries had coffee production issues. Was the disruption widespread?"": 0.09646822058059021, ""I also heard that other Latin American countries had coffee production problems. Was the disruption widespread?"": 0.10026768280571306, ""I also heard that other Latin American countries had coffee production issues. Was the disruption widespread due to the drought in Brazil?"": 0.10003110629733873, ""Was the disruption of coffee production in Latin America widespread?"": 0.09895825525527777, ""I also heard that other Latin American countries had coffee production issues. Was the disruption widespread with the drought in Brazil?"": 0.09823352637797952, ""I also heard that other Latin American countries had coffee production issues. Was the disruption widespread during the drought in Brazil?"": 0.09809740286509878, ""I also heard that other Latin American countries had coffee production issues? Was the disruption widespread?"": 0.09790824204447077, ""I also heard that other Latin American countries had coffee production issues. Was the disruption widespread in Brazil due to the drought?"": 0.09659243997849865, ""Was the disruption of coffee production widespread in Latin America?"": 0.09656523535313678}"
121	4	121_4	What are coffee rust’s origins? And how did it spread?	It sounds like they are not related. What are its origins? And how did it spread?	"{""What are coffee rust\u2019s origins? And how did it spread?"": 0.11446271425161268, ""What are coffee rust's origins? And how did it spread?"": 0.11312603062446985, ""What are the origins of coffee rust? And how did it spread?"": 0.10472437426197093, ""What are the coffee rust origins? And how did it spread?"": 0.0973534261762211, ""What are coffee rust\u2019s origins and how did it spread?"": 0.09687543534041095, ""What are the origins of the coffee rust? And how did it spread?"": 0.09676137779244229, ""What are the fungus origins? And how did it spread?"": 0.09583714071726639, ""What are coffee rust's origins and how did it spread?"": 0.09578600393277363, ""What are coffee rust origins? And how did it spread?"": 0.09268856647378254, ""Where are coffee rust\u2019s origins? And how did it spread?"": 0.09238493042904965}"
121	5	121_5	What did the US government do to help with coffee rust?	Okay. The US government tried to help the situation. What did they do to help?	"{""What did the US government do to help with coffee rust?"": 0.11532912446235791, ""What did the US government do to help?"": 0.11176607301585685, ""What did the US government do to help combat coffee rust?"": 0.1007534422252045, ""What did the US government do to help prevent coffee rust?"": 0.1005469725985996, ""What did the US government do to help fight coffee rust?"": 0.10013848552062654, ""What did the US government do to help the coffee rust situation?"": 0.09713722387784524, ""What did the US government do to help the situation with coffee rust?"": 0.0967628371078072, ""What did the US government do to help stop coffee rust?"": 0.09316621900451252, ""What did the US government do to help coffee rust?"": 0.09282024534595978, ""What did the US government do to help eradicate coffee rust?"": 0.09157937684122985}"
121	6	121_6	What did the US government do to help with the coffee rust epidemic in Latin America?	No, I want to know what they did to help with the coffee rust epidemic in Latin America.	"{""What did the US government do to help with the coffee rust epidemic in Latin America?"": 0.11259329079119054, ""I want to know what the US government did to help with the coffee rust epidemic in Latin America."": 0.1078518060405659, ""I want to know what they did to help with the coffee rust epidemic in Latin America."": 0.10058940200180731, ""No, I want to know what the US government did to help with the coffee rust epidemic in Latin America."": 0.09880785748563227, ""What did the United States do to help with the coffee rust epidemic in Latin America?"": 0.09773076221398265, ""What did the US do to help with the coffee rust epidemic in Latin America?"": 0.09738768118473899, ""Did the US government do anything to help with the coffee rust epidemic in Latin America?"": 0.09695122986643809, ""I want to know what the United States government did to help with the coffee rust epidemic in Latin America."": 0.09622549553652401, ""What did the US government do to help with the coffee rust epidemic in Latin America."": 0.0961943245211343, ""Can you tell me what the US government did to help with the coffee rust epidemic in Latin America?"": 0.09566815035798594}"
121	7	121_7	What did big coffee companies do? How did they try to help?	Okay. What did big coffee companies do? How did they try to help?	"{""What did big coffee companies do? How did they try to help?"": 0.1189483368149845, ""What did big coffee companies do? How did they try to help with coffee rust?"": 0.11141360856009366, ""What did big coffee companies do to try to help with coffee rust? How did they try to help?"": 0.10415245186072006, ""What did big coffee companies do to help with coffee rust? How did they try to help?"": 0.1029471246708384, ""What did big coffee companies do? How did they try to help with the coffee rust epidemic?"": 0.09840638747772444, ""What did big coffee companies do to help fight coffee rust? How did they try to help?"": 0.09558957137791026, ""What did big coffee companies do to help combat coffee rust? How did they try to help?"": 0.09543367469174471, ""What did big coffee companies do? How did they try to help coffee rust?"": 0.09163917819989242, ""What did the big coffee companies do? How did they try to help?"": 0.09114189186101997, ""What did the big coffee companies do? How did they try to help with coffee rust?"": 0.09032777448507158}"
121	8	121_8	How did coffee rust affect global consumption?	How did all these affect global consumption?	"{""How did coffee rust affect global consumption?"": 0.11267931866913734, ""How did all these affect global consumption of coffee?"": 0.10775369120546215, ""How did the coffee rust epidemic affect global consumption?"": 0.10624067148182409, ""How did all these affect global consumption?"": 0.10515289305801323, ""How did all the research on rust-resistant coffee varieties affect global consumption?"": 0.10026275966566332, ""How did the coffee rust outbreak affect global consumption?"": 0.09624332302160997, ""How did all the research on rust-resistant coffee affect global consumption?"": 0.09525697125239067, ""How did all of these affect global consumption of coffee?"": 0.09368641521851179, ""How did all of the above affect global consumption of coffee?"": 0.09165683865922358, ""How did all of these affect global consumption?"": 0.09106711776816385}"
121	9	121_9	Would investing in coffee rust make sense?	That’s interesting, consumption is not very elastic. Would investing in it make sense?	"{""Would investing in coffee rust make sense?"": 0.10934013005710122, ""What\u2019s interesting, consumption is not very elastic. Would investing in coffee rust make sense?"": 0.10348630256365608, ""What\u2019s interesting, consumption is not very elastic. Would investing in it make sense?"": 0.10146699447596708, ""What\u2019s interesting, consumption is not very elastic. Would investing in rust-resistant coffee varieties make sense?"": 0.10077909972209481, ""Would investing in rust-resistant coffee varieties make sense?"": 0.10050317792899183, ""What is interesting, consumption is not very elastic. Would investing in coffee rust make sense?"": 0.098532017429507, ""What is interesting, consumption is not very elastic. Would investing in rust-resistant coffee varieties make sense?"": 0.09711416584279414, ""What\u2019s interesting, consumption is not very elastic. Would investing in coffee make sense?"": 0.09673144336260193, ""What\u2019s interesting, consumption is not very elastic. Would investing in a rust-resistant coffee variety make sense?"": 0.09618801539508924, ""What is interesting, consumption is not very elastic. Would investing in it make sense?"": 0.09585865322219667}"
122	1	122_1	I heard Bernie Sanders was ill recently. What happened?	I heard Bernie Sanders was ill recently. What happened?	
122	2	122_2	What did the doctors do for Bernie Sanders?	What did the doctors do?	"{""What did the doctors do for Bernie Sanders?"": 0.11174406818072743, ""What did the doctors at the University of Vermont Medical Center do for Bernie Sanders?"": 0.10268186002921238, ""What did Bernie Sanders' doctors do?"": 0.1012145411531135, ""What did the doctors at the University of Vermont Medical Center do?"": 0.10118964727771435, ""What did the doctors at the University of Vermont Medical Center say about Bernie Sanders?"": 0.09837215670526264, ""What did the doctors at the University of Vermont Medical Center do about Bernie Sanders?"": 0.09814852659165604, ""What did the doctors do?"": 0.09697760515542668, ""What did the doctors do on Bernie Sanders?"": 0.09694803719768727, ""What did the doctors do about Bernie Sanders' heart attack?"": 0.09677782402850495, ""What did the doctors do to Bernie Sanders?"": 0.09594573368069476}"
122	3	122_3	How did the heart procedure affect Bernie Sanders' campaign?	How did it affect the campaign?	"{""How did the heart procedure affect Bernie Sanders' campaign?"": 0.11145625573503365, ""How did Bernie Sanders' heart procedure affect the campaign?"": 0.1113801891427675, ""How did the procedure Bernie Sanders underwent affect the campaign?"": 0.10869043668225906, ""How did the procedure for Bernie Sanders' heart affect the campaign?"": 0.10263408854873461, ""How did the heart procedure affect the campaign of Bernie Sanders?"": 0.09972043914761901, ""How did the heart procedure affect the campaign for Bernie Sanders?"": 0.09545160873487704, ""How did the procedure for Bernie Sanders affect the campaign?"": 0.09376757933755406, ""How did the procedure Sanders underwent affect the campaign?"": 0.09318083609896753, ""How did Bernie Sanders' procedure affect the campaign?"": 0.09234174371044326, ""How did the heart procedure affect Bernie Sanders campaign?"": 0.0913768228617443}"
122	4	122_4	How did Bernie Sanders attempt to regain the public's confidence?	How did he attempt to regain the public's confidence?	"{""How did Bernie Sanders attempt to regain the public's confidence?"": 0.12244952529583078, ""How did Bernie Sanders attempt to regain the public's confidence after his heart attack?"": 0.10540195845601956, ""How did Bernie Sanders attempt to regain the public's confidence after the heart attack?"": 0.10406673207947865, ""How did Bernie Sanders attempt to regain the public's confidence in his ability to serve as president?"": 0.10147333579747383, ""How did Bernie Sanders attempt to regain the public's confidence in him?"": 0.09847411521582955, ""How did Bernie Sanders attempt to regain the public's confidence after suffering a heart attack?"": 0.09729296458125385, ""How did Bernie Sanders attempt to regain the public's confidence following his heart attack?"": 0.09550924528852169, ""How did Sanders attempt to regain the public's confidence?"": 0.0931912271241159, ""How did Bernie Sanders attempt to regain the public's confidence during his heart attack?"": 0.09115030572603162, ""How did Bernie Sanders attempt to regain the public\u2019s confidence?"": 0.09099059043544458}"
122	5	122_5	What did the records say about Bernie Sanders?	Okay. What did the records say?	"{""What did the records say about Bernie Sanders?"": 0.1202859132318806, ""What did the records say about Bernie Sanders' heart attack?"": 0.10390149728514413, ""What did the records for Bernie Sanders say?"": 0.09970663798318961, ""What did the records say about Bernie Sanders' health?"": 0.09792861182329507, ""What did the records say about Bernie Sanders' heart condition?"": 0.0979110726333116, ""What did the records say for Bernie Sanders?"": 0.09676048045113782, ""What did the records for Bernie Sanders' heart attack say?"": 0.09628643033869554, ""What did the records say about Bernie Sanders' heart procedure?"": 0.09628634834154741, ""What did the records on Bernie Sanders say?"": 0.09590237209631801, ""What did the records of Bernie Sanders' heart attack say?"": 0.09503063581548021}"
